Date,Open,High,Low,Close,Adj Close,Volume
2021-12-06,28.99,30.82,26.75,27.18,27.18,0
2021-12-07,24.58,24.690001,21.58,21.889999,21.889999,0
2021-12-08,21.74,23.110001,19.85,19.9,19.9,0
2021-12-09,20.309999,22.120001,19.940001,21.58,21.58,0
2021-12-10,21.27,21.299999,18.690001,18.690001,18.690001,0
2021-12-13,19.290001,21.18,18.959999,20.309999,20.309999,0
2021-12-14,19.67,23,19.67,21.889999,21.889999,0
2021-12-15,21.6,23.469999,19.02,19.290001,19.290001,0
2021-12-16,18.559999,22.129999,18.190001,20.57,20.57,0
2021-12-17,20.700001,23.26,20.49,21.57,21.57,0
2021-12-20,25.889999,27.389999,22.85,22.870001,22.870001,0
2021-12-21,22.280001,22.68,20.9,21.01,21.01,0
2021-12-22,21.040001,21.360001,18.59,18.629999,18.629999,0
2021-12-23,18.809999,18.93,17.620001,17.959999,17.959999,0
2021-12-24,null,null,null,null,null,null
2021-12-27,19.370001,19.41,17.549999,17.68,17.68,0
2021-12-28,17.780001,18.469999,17.51,17.540001,17.540001,0
2021-12-29,17.629999,18,16.709999,16.950001,16.950001,0
2021-12-30,17.299999,17.790001,16.620001,17.33,17.33,0
2021-12-31,17.629999,18.27,16.99,17.219999,17.219999,0
2022-01-03,17.6,18.540001,16.559999,16.6,16.6,0
2022-01-04,16.57,17.809999,16.34,16.91,16.91,0
2022-01-05,17.07,20.17,16.58,19.73,19.73,0
2022-01-06,20.290001,21.059999,19.08,19.610001,19.610001,0
2022-01-07,19.85,20.799999,18.57,18.76,18.76,0
2022-01-10,19.58,23.33,19.290001,19.4,19.4,0
2022-01-11,19.620001,21,18.200001,18.41,18.41,0
2022-01-12,18.17,18.690001,17.360001,17.620001,17.620001,0
2022-01-13,18.059999,20.610001,17.450001,20.309999,20.309999,0
2022-01-14,20.110001,22.07,19.049999,19.190001,19.190001,0
2022-01-17,null,null,null,null,null,null
2022-01-18,21.18,23.200001,21.18,22.790001,22.790001,0
2022-01-19,23.120001,23.99,21.85,23.85,23.85,0
2022-01-20,23.459999,25.889999,21.68,25.59,25.59,0
2022-01-21,25.379999,29.790001,25.309999,28.85,28.85,0
2022-01-24,28.200001,38.939999,28.02,29.9,29.9,0
2022-01-25,32.290001,35.849998,29.129999,31.16,31.16,0
2022-01-26,29.35,33.040001,26.9,31.959999,31.959999,0
2022-01-27,32.189999,33,28.42,30.49,30.49,0
2022-01-28,30.27,32.82,27.280001,27.66,27.66,0
2022-01-31,28.360001,29.41,24.709999,24.83,24.83,0
2022-02-01,24.57,25.33,21.959999,21.959999,21.959999,0
2022-02-02,21.559999,22.73,20.459999,22.09,22.09,0
2022-02-03,22.629999,25.809999,22.299999,24.35,24.35,0
2022-02-04,23.77,26.26,22.07,23.219999,23.219999,0
2022-02-07,24.09,24.82,22.02,22.860001,22.860001,0
2022-02-08,23.09,23.48,21.32,21.440001,21.440001,0
2022-02-09,21.27,21.299999,19.93,19.959999,19.959999,0
2022-02-10,20.370001,24.77,20.18,23.91,23.91,0
2022-02-11,24.389999,30.99,23.33,27.360001,27.360001,0
2022-02-14,29.17,32.040001,28.33,28.33,28.33,0
2022-02-15,28.09,28.09,25.33,25.700001,25.700001,0
2022-02-16,25.190001,27.09,23.879999,24.290001,24.290001,0
2022-02-17,24.83,28.370001,24.76,28.110001,28.110001,0
2022-02-18,26.66,29.709999,26.379999,27.75,27.75,0
2022-02-21,null,null,null,null,null,null
2022-02-22,31.799999,32.040001,28.4,28.809999,28.809999,0
2022-02-23,28.040001,31.07,27.200001,31.02,31.02,0
2022-02-24,37.5,37.790001,29.450001,30.32,30.32,0
2022-02-25,31.68,32,26.93,27.59,27.59,0
2022-02-28,32.439999,33.509998,28.43,30.15,30.15,0
2022-03-01,29.450001,35.189999,29.440001,33.32,33.32,0
2022-03-02,34.200001,34.41,30.120001,30.74,30.74,0
2022-03-03,30.52,32.009998,29.309999,30.48,30.48,0
2022-03-04,31.9,34.650002,31.469999,31.98,31.98,0
2022-03-07,35.880001,36.549999,32.59,36.450001,36.450001,0
2022-03-08,36.189999,37.52,32.779999,35.130001,35.130001,0
2022-03-09,33.740002,34.119999,31.389999,32.450001,32.450001,0
2022-03-10,33.029999,34.029999,30.23,30.23,30.23,0
2022-03-11,30.43,31.040001,28.84,30.75,30.75,0
2022-03-14,31.030001,33.18,30.059999,31.77,31.77,0
2022-03-15,33.130001,33.830002,29.57,29.83,29.83,0
2022-03-16,29.02,29.799999,26.290001,26.67,26.67,0
2022-03-17,26.51,27.469999,25.25,25.67,25.67,0
2022-03-18,26.360001,26.82,23.85,23.870001,23.870001,0
2022-03-21,25.139999,25.360001,22.99,23.530001,23.530001,0
2022-03-22,24.02,24.02,22.700001,22.940001,22.940001,0
2022-03-23,23.040001,24.030001,22.639999,23.57,23.57,0
2022-03-24,23.610001,23.790001,21.49,21.67,21.67,0
2022-03-25,21.870001,22.860001,20.799999,20.809999,20.809999,0
2022-03-28,22.139999,23.33,19.540001,19.629999,19.629999,0
2022-03-29,19.700001,19.73,18.67,18.9,18.9,0
2022-03-30,19.379999,20.51,18.719999,19.33,19.33,0
2022-03-31,19.68,21.48,19.540001,20.559999,20.559999,0
2022-04-01,20.620001,20.860001,19.41,19.629999,19.629999,0
2022-04-04,20.75,20.780001,18.450001,18.57,18.57,0
2022-04-05,18.790001,21.57,18.549999,21.030001,21.030001,0
2022-04-06,21.27,24.780001,21.24,22.1,22.1,0
2022-04-07,21.969999,23.82,21.120001,21.549999,21.549999,0
2022-04-08,21.25,22.34,20.280001,21.16,21.16,0
2022-04-11,23.09,24.42,22.09,24.370001,24.370001,0
2022-04-12,24.940001,25.379999,22.27,24.26,24.26,0
2022-04-13,23.52,24.450001,21.370001,21.82,21.82,0
2022-04-14,21.719999,22.700001,20.85,22.700001,22.700001,0
2022-04-15,null,null,null,null,null,null
2022-04-18,24.52,24.6,21.98,22.17,22.17,0
2022-04-19,22.549999,22.92,20.360001,21.370001,21.370001,0
2022-04-20,21.129999,21.32,19.75,20.32,20.32,0
2022-04-21,20.24,23.280001,19.809999,22.68,22.68,0
2022-04-22,22.709999,28.27,22.620001,28.209999,28.209999,0
2022-04-25,30.040001,31.6,26.799999,27.02,27.02,0
2022-04-26,27.379999,33.810001,27.059999,33.52,33.52,0
2022-04-27,31.110001,32.77,29.82,31.6,31.6,0
2022-04-28,29.91,32,28,29.99,29.99,0
2022-04-29,28.969999,34.34,28.540001,33.400002,33.400002,0
2022-05-02,33.349998,36.639999,31.74,32.34,32.34,0
2022-05-03,31.76,32.82,29.059999,29.25,29.25,0
2022-05-04,29.120001,29.42,24.940001,25.42,25.42,0
2022-05-05,25.969999,33.200001,25.780001,31.200001,31.200001,0
2022-05-06,32.23,35.34,29.83,30.190001,30.190001,0
2022-05-09,31.9,35.48,31.9,34.75,34.75,0
2022-05-10,33.66,34.84,32.240002,32.990002,32.990002,0
2022-05-11,32.869999,34.389999,30.690001,32.560001,32.560001,0
2022-05-12,33.740002,34.759998,31.700001,31.77,31.77,0
2022-05-13,31.09,31.200001,28.780001,28.870001,28.870001,0
2022-05-16,30.01,30.23,27.360001,27.469999,27.469999,0
2022-05-17,27.07,27.17,25.51,26.1,26.1,0
2022-05-18,26.74,31.49,26.209999,30.959999,30.959999,0
2022-05-19,31.24,33.110001,29.059999,29.35,29.35,0
2022-05-20,28.780001,32.91,28.059999,29.43,29.43,0
2022-05-23,28.98,30.389999,28.290001,28.48,28.48,0
2022-05-24,29.43,31.07,29.040001,29.450001,29.450001,0
2022-05-25,29.33,30.23,28.16,28.370001,28.370001,0
2022-05-26,28.42,28.459999,27.110001,27.5,27.5,0
2022-05-27,27.5,27.540001,25.57,25.719999,25.719999,0
2022-05-30,null,null,null,null,null,null
2022-05-31,27.469999,28.35,25.940001,26.190001,26.190001,0
2022-06-01,26.049999,27.73,25.379999,25.690001,25.690001,0
2022-06-02,25.73,26.5,24.33,24.719999,24.719999,0
2022-06-03,24.91,25.959999,24.76,24.790001,24.790001,0
2022-06-06,25.370001,25.809999,24.82,25.07,25.07,0
2022-06-07,25.540001,26.24,23.879999,24.02,24.02,0
2022-06-08,24.370001,24.780001,23.74,23.959999,23.959999,0
2022-06-09,24.290001,26.24,23.82,26.09,26.09,0
2022-06-10,26.26,29.629999,26.049999,27.75,27.75,0
2022-06-13,31.370001,35.049999,31.290001,34.02,34.02,0
2022-06-14,33.009998,34,32.060001,32.689999,32.689999,0
2022-06-15,32.389999,32.77,27.76,29.620001,29.620001,0
2022-06-16,30.35,34.82,30.35,32.950001,32.950001,0
2022-06-17,32.84,33.310001,30.469999,31.129999,31.129999,0
2022-06-20,null,null,null,null,null,null
2022-06-21,30.629999,30.65,29.33,30.190001,30.190001,0
2022-06-22,31.450001,31.57,28.780001,28.950001,28.950001,0
2022-06-23,29.290001,29.77,28.74,29.049999,29.049999,0
2022-06-24,29.07,29.719999,26.83,27.23,27.23,0
2022-06-27,28.299999,28.66,26.93,26.950001,26.950001,0
2022-06-28,26.9,28.68,26.469999,28.360001,28.360001,0
2022-06-29,28.799999,29.360001,27.85,28.16,28.16,0
2022-06-30,29.42,30.219999,28.280001,28.709999,28.709999,0
2022-07-01,29.530001,29.59,26.690001,26.700001,26.700001,0
2022-07-04,null,null,null,null,null,null
2022-07-05,27.370001,29.82,27.299999,27.540001,27.540001,0
2022-07-06,27.84,28.07,26.43,26.73,26.73,0
2022-07-07,26.73,26.790001,25.66,26.08,26.08,0
2022-07-08,26.41,26.610001,24.43,24.639999,24.639999,0
2022-07-11,26.42,26.74,25.790001,26.17,26.17,0
2022-07-12,27.139999,27.75,25.82,27.290001,27.290001,0
2022-07-13,27.35,29.059999,26.23,26.82,26.82,0
2022-07-14,27.469999,28.450001,26.200001,26.4,26.4,0
2022-07-15,26.719999,26.719999,24.129999,24.23,24.23,0
2022-07-18,24.83,25.91,24.379999,25.299999,25.299999,0
2022-07-19,25.120001,25.41,24.23,24.5,24.5,0
2022-07-20,24.23,24.73,23.4,23.879999,23.879999,0
2022-07-21,24.07,24.67,22.92,23.110001,23.110001,0
2022-07-22,23.299999,23.809999,22.41,23.030001,23.030001,0
2022-07-25,24.33,24.57,23.190001,23.360001,23.360001,0
2022-07-26,23.950001,25.309999,23.82,24.690001,24.690001,0
2022-07-27,24.27,24.41,23.02,23.24,23.24,0
2022-07-28,23.33,23.540001,22.219999,22.33,22.33,0
2022-07-29,22.129999,22.16,21.209999,21.33,21.33,0
2022-08-01,22.41,23.27,22.26,22.84,22.84,0
2022-08-02,24.08,24.68,22.67,23.93,23.93,0
2022-08-03,23.860001,23.92,21.68,21.950001,21.950001,0
2022-08-04,22.059999,22.66,21.440001,21.440001,21.440001,0
2022-08-05,21.5,22.58,20.76,21.15,21.15,0
2022-08-08,21.74,22.01,20.83,21.290001,21.290001,0
2022-08-09,21.41,22.23,21.41,21.77,21.77,0
2022-08-10,22.280001,22.34,19.540001,19.74,19.74,0
2022-08-11,19.84,20.85,19.709999,20.200001,20.200001,0
2022-08-12,20.34,20.35,19.120001,19.530001,19.530001,0
2022-08-15,20.74,21.16,19.809999,19.950001,19.950001,0
2022-08-16,20.23,20.389999,19.5,19.690001,19.690001,0
2022-08-17,19.74,20.629999,19.41,19.9,19.9,0
2022-08-18,20.51,20.610001,19.43,19.559999,19.559999,0
2022-08-19,20.16,21.27,20.08,20.6,20.6,0
2022-08-22,22.41,24.620001,22.389999,23.799999,23.799999,0
2022-08-23,24.129999,24.209999,23.07,24.110001,24.110001,0
2022-08-24,24.370001,24.860001,22.73,22.82,22.82,0
2022-08-25,22.41,23.129999,21.77,21.780001,21.780001,0
2022-08-26,22.07,25.9,21.67,25.559999,25.559999,0
2022-08-29,26.860001,27.67,25.469999,26.209999,26.209999,0
2022-08-30,25.75,27.690001,25.129999,26.209999,26.209999,0
2022-08-31,25.860001,26.620001,25.309999,25.870001,25.870001,0
2022-09-01,26.879999,27.450001,25.25,25.559999,25.559999,0
2022-09-02,25.51,26.280001,23.190001,25.469999,25.469999,0
2022-09-05,null,null,null,null,null,null
2022-09-06,25.459999,27.799999,25.33,26.91,26.91,0
2022-09-07,26.93,27.15,24.540001,24.639999,24.639999,0
2022-09-08,24.700001,25.9,23.559999,23.610001,23.610001,0
2022-09-09,23.49,23.57,22.639999,22.790001,22.790001,0
2022-09-12,23.58,24.23,23.16,23.870001,23.870001,0
2022-09-13,23.67,28.15,23.530001,27.27,27.27,0
2022-09-14,26.73,27.559999,26.16,26.16,26.16,0
2022-09-15,26.1,26.93,25.42,26.27,26.27,0
2022-09-16,27.469999,28.450001,26.139999,26.299999,26.299999,0
2022-09-19,27.690001,27.950001,25.559999,25.76,25.76,0
2022-09-20,25.65,27.809999,25.610001,27.16,27.16,0
2022-09-21,28.030001,30.18,25.549999,27.99,27.99,0
2022-09-22,28.16,28.379999,26.709999,27.35,27.35,0
2022-09-23,27.68,32.310001,27.58,29.92,29.92,0
2022-09-26,31.74,32.880001,29.83,32.259998,32.259998,0
